min_edge,bets,wins,win_pct,units,roi,favorites,underdogs
0.0,383,180,0.4699738903394256,25.255229484018216,0.06594054695566114,196,187
0.01,257,126,0.490272373540856,42.476995748309356,0.16528013909848,132,125
0.02,152,73,0.48026315789473684,27.958128463320094,0.18393505567973745,74,78
0.03,94,49,0.5212765957446809,24.260593130772236,0.258091416284811,55,39
0.05,19,13,0.6842105263157895,7.816191864337159,0.41137851917563995,15,4
