min_edge,bets,wins,win_pct,roi_at_-110
0.5,579,306,0.5284974093264249,0.008901554404145084
1.0,378,199,0.5264550264550265,0.005002645502645731
1.5,214,115,0.5373831775700935,0.025864485981308416
2.0,99,51,0.5151515151515151,-0.016575757575757577
3.0,22,12,0.5454545454545454,0.04127272727272713
